position|id|FullName|worth_BUSD|worthChange_MUSD|Industry|Company|n_age|gender|image
757|8916|ALVARO SAIEH BENDECK|3.2|0.0|Finance and Investments |banking|68|Male|https://specials-images.forbesimg.com/imageserve/cba17bfc437c409dd95d9dede2738a59/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
758|1728|MICHAEL & REINER SCHMIDT-RUTHENBECK|3.2|0.001|Fashion & Retail |retail|75|Male|https://specials-images.forbesimg.com/imageserve/cba17bfc437c409dd95d9dede2738a59/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
759|1528|LYNN SCHUSTERMAN|3.2|0.0|Energy |oil & gas, investments|79|Female|https:http://specials-images.forbesimg.com/imageserve/9d68965dce3f7b7ef35b0630e212e048/416x416.jpg?background=000000&cropX1=150&cropX2=615&cropY1=13&cropY2=479
760|7266|MARK SHOEN|3.2|0.001|Automotive |U-Haul|67|Male|https:http://specials-images.forbesimg.com/imageserve/9d68965dce3f7b7ef35b0630e212e048/416x416.jpg?background=000000&cropX1=150&cropX2=615&cropY1=13&cropY2=479
761|9219|MICHAL SOLOWOW|3.2|0.0|Finance and Investments |investments|55|Male|https:http://specials-images.forbesimg.com/imageserve/9d68965dce3f7b7ef35b0630e212e048/416x416.jpg?background=000000&cropX1=150&cropX2=615&cropY1=13&cropY2=479
762|5311|DANIEL TSAI|3.2|0.0|Finance and Investments |finance|62|Male|https://specials-images.forbesimg.com/imageserve/5a8130574bbe6f2652f5466f/416x416.jpg?background=000000&cropX1=178&cropX2=1619&cropY1=0&cropY2=1442
763|4532|RICHARD TSAI|3.2|0.0|Finance and Investments |finance|61|Male|https://specials-images.forbesimg.com/imageserve/5a8131de31358e4955ad31b5/416x416.jpg?background=000000&cropX1=7&cropX2=1209&cropY1=189&cropY2=1391
764|3968|FRANK WANG|3.2|0.0|Technology |drones|37|Male|https:http://specials-images.forbesimg.com/imageserve/57a3950331358e4fd70bee4d/416x416.jpg?background=000000&cropX1=50&cropX2=631&cropY1=35&cropY2=617
765|9650|MEG WHITMAN|3.2|-2.0340000000000003|Technology |eBay|61|Female|https://specials-images.forbesimg.com/imageserve/59f23feba7ea436b47b468e9/416x416.jpg?background=000000&cropX1=830&cropX2=2755&cropY1=90&cropY2=2013
766|3765|JOHN CATSIMATIDIS|3.1|0.0|Energy |oil, real estate|69|Male|https://specials-images.forbesimg.com/imageserve/59dbeb4b4bbe6f37dda037fe/416x416.jpg?background=000000&cropX1=204&cropX2=3497&cropY1=258&cropY2=3552
767|1566|DO WON & JIN SOOK CHANG|3.1|0.0|Fashion & Retail |fashion retail|62|Unknown|https://specials-images.forbesimg.com/imageserve/57f2d16b31358e74c70f27eb/416x416.jpg?background=000000&cropX1=72&cropX2=713&cropY1=47&cropY2=688
768|8428|CHENG CHEUNG LING|3.1|0.0|Healthcare |pharmaceuticals|54|Female|https://specials-images.forbesimg.com/imageserve/57f2d16b31358e74c70f27eb/416x416.jpg?background=000000&cropX1=72&cropX2=713&cropY1=47&cropY2=688
769|8018|BARRY DILLER|3.1|0.0|Media & Entertainment |online media|76|Male|https://specials-images.forbesimg.com/imageserve/5a8dd869a7ea431690140bdd/416x416.jpg?background=000000&cropX1=1656&cropX2=2921&cropY1=768&cropY2=2034
770|5464|JACK DORSEY|3.1|0.0|Technology |Twitter|41|Male|https://specials-images.forbesimg.com/imageserve/59de682a4bbe6f37dda0566e/416x416.jpg?background=000000&cropX1=995&cropX2=2729&cropY1=78&cropY2=1813
771|2059|YAKIR GABAY|3.1|0.0|Real Estate |real estate|52|Male|https://specials-images.forbesimg.com/imageserve/58acca0e31358e1a35abc938/416x416.jpg?background=000000&cropX1=68&cropX2=719&cropY1=24&cropY2=675
772|3137|ALLAN GOLDMAN|3.1|0.0|Real Estate |real estate|75|Male|https://specials-images.forbesimg.com/imageserve/58acca0e31358e1a35abc938/416x416.jpg?background=000000&cropX1=68&cropX2=719&cropY1=24&cropY2=675
773|3448|JANE GOLDMAN|3.1|0.0|Real Estate |real estate|62|Female|https:http://specials-images.forbesimg.com/imageserve/57e1169431358e16c589bb3f/416x416.jpg?background=000000&cropX1=40&cropX2=744&cropY1=50&cropY2=754
774|1942|AMY GOLDMAN FOWLER|3.1|0.0|Real Estate |real estate|64|Female|https:http://specials-images.forbesimg.com/imageserve/57e117464bbe6f6781c52862/416x416.jpg?background=000000&cropX1=50&cropX2=744&cropY1=56&cropY2=751
775|7601|DARYL KATZ|3.1|0.0|Diversified |pharmacies|56|Unknown|https://specials-images.forbesimg.com/imageserve/5a7ba6754bbe6f2652f4f2d4/416x416.jpg?background=000000&cropX1=5&cropX2=1064&cropY1=87&cropY2=1147
776|5484|DIANE KEMPER|3.1|0.0|Real Estate |real estate|72|Unknown|https://specials-images.forbesimg.com/imageserve/5a7ba6754bbe6f2652f4f2d4/416x416.jpg?background=000000&cropX1=5&cropX2=1064&cropY1=87&cropY2=1147
777|1267|VLADIMIR KIM|3.1|0.0|Metals & Mining |mining|57|Male|https://specials-images.forbesimg.com/imageserve/5a7fbe4231358e4955ad2113/416x416.jpg?background=000000&cropX1=9&cropX2=2038&cropY1=13&cropY2=2044
778|4093|LAI MEISONG|3.1|0.0|Logistics |package delivery|47|Male|https://specials-images.forbesimg.com/imageserve/58c33d4131358e1a35acccef/416x416.jpg?background=000000&cropX1=47&cropX2=744&cropY1=201&cropY2=899
779|5416|MANUEL LAO HERNANDEZ|3.1|0.0|Gambling & Casinos |gambling|74|Unknown|https://specials-images.forbesimg.com/imageserve/58ae0657a7ea431f3219fb91/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=168&cropY2=912
780|7531|JAMES LEPRINO|3.1|0.0|Food and Beverage |cheese|80|Male|https://specials-images.forbesimg.com/imageserve/58ae0657a7ea431f3219fb91/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=168&cropY2=912
781|2672|LIANG XINJUN|3.1|0.001|Diversified |conglomerate|50|Unknown|https://specials-images.forbesimg.com/imageserve/5a7cd21ca7ea431690130abd/416x416.jpg?background=000000&cropX1=609&cropX2=3589&cropY1=287&cropY2=3264
782|1308|TOM MORRIS|3.1|0.0|Fashion & Retail |retail|63|Unknown|https://specials-images.forbesimg.com/imageserve/5a7cd21ca7ea431690130abd/416x416.jpg?background=000000&cropX1=609&cropX2=3589&cropY1=287&cropY2=3264
783|5976|THI PHUONG THAO NGUYEN|3.1|0.0|Diversified |airlines|48|Female|https://specials-images.forbesimg.com/imageserve/5a813a5231358e4955ad3241/416x416.jpg?background=000000&cropX1=0&cropX2=2787&cropY1=291&cropY2=3079
784|3210|RAJAN RAHEJA|3.1|0.001|Diversified |diversified|64|Male|https://specials-images.forbesimg.com/imageserve/58a2210fa7ea431f32196fe6/416x416.jpg?background=000000&cropX1=3&cropX2=724&cropY1=169&cropY2=891
785|8069|REN JIANHUA|3.1|0.001|Manufacturing |kitchen appliances|61|Unknown|https://specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827
786|5466|RICHARD SANDS|3.1|0.001|Food and Beverage |Food & Beverage|67|Male|https://specials-images.forbesimg.com/imageserve/59dd480e31358e542c03929a/416x416.jpg?background=000000&cropX1=241&cropX2=1413&cropY1=497&cropY2=1670
787|9482|KERRY STOKES|3.1|-3.884|Diversified |construction equipment, media|77|Male|https://specials-images.forbesimg.com/imageserve/5a7a5a094bbe6f2652f4d634/416x416.jpg?background=000000&cropX1=118&cropX2=842&cropY1=2&cropY2=726
788|2386|DONALD TRUMP|3.1|0.0|Real Estate |television, real estate|72|Male|https://specials-images.forbesimg.com/imageserve/5638e53de4b0ffa7afe6a26a/416x416.jpg?background=000000&cropX1=92&cropX2=680&cropY1=60&cropY2=648
789|1408|ROMESH T. WADHWANI|3.1|0.0|Technology |software|70|Unknown|https://specials-images.forbesimg.com/imageserve/59dd2b81a7ea436b47b3ab9d/416x416.jpg?background=000000&cropX1=219&cropX2=3262&cropY1=600&cropY2=3642
790|7572|WANG JIAN|3.1|0.0|Technology |healthcare services|64|Male|https://specials-images.forbesimg.com/imageserve/5a875bad31358e4955ada843/416x416.jpg?background=000000&cropX1=5&cropX2=1193&cropY1=271&cropY2=1459
791|9660|CLIFFORD ASNESS|3.0|0.0|Finance and Investments |Investment Management|51|Male|https://specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542
792|5780|ANNE BEAUFOUR|3.0|0.0|Healthcare |pharmaceuticals|54|Female|https://specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542
793|3488|HENRI BEAUFOUR|3.0|0.0|Healthcare |pharmaceuticals|53|Male|https://specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542
794|6452|TOM BENSON|3.0||Sports |New Orleans Saints|90|Male|https://specials-images.forbesimg.com/imageserve/5a8dde5831358e4955adfcd7/416x416.jpg?background=000000&cropX1=0&cropX2=2916&cropY1=287&cropY2=3205
795|5108|JIM BREYER|3.0|0.0|Technology |venture capital|56|Male|https://specials-images.forbesimg.com/imageserve/58d13bcea7ea431f321b80b8/416x416.jpg?background=000000&cropX1=11&cropX2=712&cropY1=61&cropY2=762
796|6933|ALEJANDRO BULGHERONI|3.0|0.0|Energy |oil & gas|73|Male|https://specials-images.forbesimg.com/imageserve/5a7a24914bbe6f2652f4cf83/416x416.jpg?background=000000&cropX1=833&cropX2=2756&cropY1=375&cropY2=2299
797|1763|HASMUKH CHUDGAR|3.0|0.0|Healthcare |pharmaceuticals|84|Male|https://specials-images.forbesimg.com/imageserve/5a7f2412a7ea43169013296c/416x416.jpg?background=000000&cropX1=86&cropX2=842&cropY1=76&cropY2=832
798|7235|ENNIO DORIS|3.0|0.011000000000000001|Finance and Investments |financial services|77|Male|https://specials-images.forbesimg.com/imageserve/5a7f8ce631358e4955ad1dbe/416x416.jpg?background=000000&cropX1=309&cropX2=2634&cropY1=0&cropY2=2326
799|2285|LUIS FRIAS|3.0|0.0|Technology |mobile payments|55|Male|https://specials-images.forbesimg.com/imageserve/5a7f8ce631358e4955ad1dbe/416x416.jpg?background=000000&cropX1=309&cropX2=2634&cropY1=0&cropY2=2326
800|5945|VALENTIN GAPONTSEV|3.0|0.0|Manufacturing |lasers|79|Male|https://specials-images.forbesimg.com/imageserve/58a399bea7ea431f32198658/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=95&cropY2=838
801|6254|MARTIN HAEFNER|3.0|0.0|Technology |software, investments|64|Male|https://specials-images.forbesimg.com/imageserve/58a399bea7ea431f32198658/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=95&cropY2=838
802|4087|CHRISTOPHER HOHN|3.0|0.0|Finance and Investments |Hedge funds|51|Unknown|https://specials-images.forbesimg.com/imageserve/58a0b1e64bbe6f0e55869b8e/416x416.jpg?background=000000&cropX1=167&cropX2=649&cropY1=50&cropY2=532
803|4463|JOHNELLE HUNT|3.0|0.0|Logistics |trucking|86|Female|https://specials-images.forbesimg.com/imageserve/59dd6c1431358e542c03936b/416x416.jpg?background=000000&cropX1=0&cropX2=888&cropY1=69&cropY2=957
804|3168|RAKESH JHUNJHUNWALA|3.0|0.001|Finance and Investments |investments|57|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f45e84bbe6f2652f52fe8/416x416.jpg?background=000000&cropX1=642&cropX2=2976&cropY1=232&cropY2=2564
805|3449|LU XIANGYANG|3.0|0.0|Automotive |automobiles, batteries|55|Male|https://specials-images.forbesimg.com/imageserve/56c67d68e4b062f6b59a141e/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=168&cropY2=911
806|4679|JOHN MIDDLETON|3.0|0.0|Food and Beverage |tobacco|63|Male|https://specials-images.forbesimg.com/imageserve/59dd1fbe31358e542c038f3a/416x416.jpg?background=000000&cropX1=1896&cropX2=5147&cropY1=207&cropY2=3456
807|1963|KAZUO OKADA|3.0|0.0|Gambling & Casinos |casinos|75|Male|https://specials-images.forbesimg.com/imageserve/5ac251c331358e4112b68a3c/416x416.jpg?background=000000&cropX1=569&cropX2=2920&cropY1=0&cropY2=2349
808|1482|JORGE PEREZ|3.0|0.0|Real Estate |real estate|68|Male|https://specials-images.forbesimg.com/imageserve/57e084a331358e16c589ba3c/416x416.jpg?background=000000&cropX1=140&cropX2=647&cropY1=102&cropY2=610
809|3490|PRASERT PRASARTTONG-OSOTH|3.0|0.0|Healthcare |hospitals|85|Male|https://specials-images.forbesimg.com/imageserve/5ad8dd5b31358e4112b82e54/416x416.jpg?background=000000&cropX1=75&cropX2=2035&cropY1=162&cropY2=2124
810|2151|JEAN (GIGI) PRITZKER|3.0|0.0|Service |hotels, investments|55|Female|https://specials-images.forbesimg.com/imageserve/59dd78f431358e542c0393c0/416x416.jpg?background=000000&cropX1=600&cropX2=3478&cropY1=369&cropY2=3249
811|7146|MOCHTAR RIADY|3.0|0.0|Diversified |diversified|89|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f6e4aa7ea431690132cdc/416x416.jpg?background=000000&cropX1=1320&cropX2=3989&cropY1=0&cropY2=2667
812|1046|ARKADY ROTENBERG|3.0|0.0|Construction & Engineering |construction, pipes, banking|66|Male|https://specials-images.forbesimg.com/imageserve/5a809e524bbe6f2652f53e02/416x416.jpg?background=000000&cropX1=1903&cropX2=5177&cropY1=90&cropY2=3365
813|1206|MICHAEL RUBIN|3.0|0.0|Fashion & Retail |online retail|45|Male|https://specials-images.forbesimg.com/imageserve/59dd346c4bbe6f37dda048ff/416x416.jpg?background=000000&cropX1=175&cropX2=2123&cropY1=545&cropY2=2494
814|6398|ROBERT SANDS|3.0|0.001|Food and Beverage |Food & Beverage|60|Unknown|https://specials-images.forbesimg.com/imageserve/5a8ddd8da7ea431690140c5e/416x416.jpg?background=000000&cropX1=519&cropX2=2486&cropY1=34&cropY2=2000
815|7269|HERBERT SIMON|3.0|0.0|Real Estate |real estate|83|Unknown|https:http://specials-images.forbesimg.com/imageserve/293b5d780b9470f179c7e090bb65d7ba/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855
816|1326|ROBERT TOENNIES|3.0|0.0|Food and Beverage |meat processing|40|Male|https://specials-images.forbesimg.com/imageserve/6f87b3c572874763a02158e92a9df289/416x416.jpg?background=000000&cropX1=66&cropX2=673&cropY1=16&cropY2=624
817|4507|MANUEL VILLAR|3.0|-0.001|Real Estate |real estate|68|Male|https://specials-images.forbesimg.com/imageserve/5a7c68364bbe6f2652f4fc92/416x416.jpg?background=000000&cropX1=426&cropX2=2349&cropY1=215&cropY2=2139
818|7354|DON VULTAGGIO|3.0|0.0|Food and Beverage |AriZona Beverages|66|Male|https://specials-images.forbesimg.com/imageserve/59dd43c04bbe6f37dda04a43/416x416.jpg?background=000000&cropX1=2035&cropX2=2775&cropY1=2370&cropY2=3111
819|8284|WANG ZHENHUA|3.0|0.0|Real Estate |real estate|56|Male|https://specials-images.forbesimg.com/imageserve/5a7d074831358e4955acfcd6/416x416.jpg?background=000000&cropX1=15&cropX2=474&cropY1=136&cropY2=595
820|4349|WU KAITING|3.0|0.0|Telecom |electronics|48|Unknown|https://specials-images.forbesimg.com/imageserve/5a7d0c23a7ea431690130dfd/416x416.jpg?background=000000&cropX1=0&cropX2=3636&cropY1=167&cropY2=3801
821|2417|SIMON XIE|3.0|0.001|Technology |online payment service|48|Male|https://specials-images.forbesimg.com/imageserve/eb0f2e7c5736b370425f7365da5bacad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=76&cropY2=820
822|5802|CHUCK BUNDRANT|2.9|0.0|Food and Beverage |fishing|76|Unknown|https://specials-images.forbesimg.com/imageserve/59e64f6331358e542c03d8cd/416x416.jpg?background=000000&cropX1=1815&cropX2=2451&cropY1=349&cropY2=985
823|1680|CAI DONGCHEN|2.9|0.0|Healthcare |pharmaceuticals|65|Male|https://specials-images.forbesimg.com/imageserve/5a8df4f031358e4955adff5c/416x416.jpg?background=000000&cropX1=103&cropX2=948&cropY1=5&cropY2=851
824|5828|JOSE AND FRANCISCO JOSE CALDERON ROJAS|2.9|0.0|Food and Beverage |beverages|999|Unknown|https://specials-images.forbesimg.com/imageserve/5a8df4f031358e4955adff5c/416x416.jpg?background=000000&cropX1=103&cropX2=948&cropY1=5&cropY2=851
825|5951|JASON CHANG|2.9|0.0|Technology |electronics|74|Male|https://specials-images.forbesimg.com/imageserve/5fc2a1468e3fa5f7e688c992791f5e72/416x416.jpg?background=000000&cropX1=26&cropX2=698&cropY1=102&cropY2=774
826|6316|SMITA CRISHNA-GODREJ|2.9|0.0|Diversified |consumer goods|67|Female|https://specials-images.forbesimg.com/imageserve/5a7f5040a7ea431690132bc3/416x416.jpg?background=000000&cropX1=27&cropX2=809&cropY1=55&cropY2=836
827|5861|DING SHIZHONG|2.9|0.0|Fashion & Retail |sports apparel|47|Male|https://specials-images.forbesimg.com/imageserve/589cf24031358e1a35ab09c3/416x416.jpg?background=000000&cropX1=89&cropX2=740&cropY1=2&cropY2=653
828|9354|FENG HAILIANG|2.9|0.001|Metals & Mining |copper, education|57|Male|https://specials-images.forbesimg.com/imageserve/19142347cb10340af509de5267f85c3e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=32&cropY2=776
829|2860|GERALD FORD|2.9|0.0|Finance and Investments |banking|73|Male|https://specials-images.forbesimg.com/imageserve/9ee2e42bc1195265baa0e64db3eca460/416x416.jpg?background=000000&cropX1=108&cropX2=717&cropY1=116&cropY2=725
830|1274|PHILIPPE FORIEL-DESTEZET|2.9|0.0|Service |employment agency|82|Male|https://specials-images.forbesimg.com/imageserve/5a7df4bb4bbe6f2652f520f1/416x416.jpg?background=000000&cropX1=0&cropX2=3518&cropY1=607&cropY2=4128
831|9965|ADI GODREJ|2.9|0.0|Diversified |consumer goods|76|Male|https://specials-images.forbesimg.com/imageserve/5a7f0291a7ea4316901327d2/416x416.jpg?background=000000&cropX1=984&cropX2=2853&cropY1=4&cropY2=1873
832|8150|JAMSHYD GODREJ|2.9|0.0|Diversified |consumer goods|69|Male|https://specials-images.forbesimg.com/imageserve/5a7f253d31358e4955ad18db/416x416.jpg?background=000000&cropX1=228&cropX2=1320&cropY1=0&cropY2=1091
833|6992|NADIR GODREJ|2.9|0.0|Diversified |consumer goods|67|Male|https://specials-images.forbesimg.com/imageserve/5a7f3c1d31358e4955ad1a49/416x416.jpg?background=000000&cropX1=0&cropX2=2592&cropY1=1261&cropY2=3855
834|3509|JOSEPH GRENDYS|2.9|0.0|Food and Beverage |poultry processing|56|Male|https://specials-images.forbesimg.com/imageserve/55fb1bb3e4b0ffa7afe4b5c5/416x416.jpg?background=000000&cropX1=63&cropX2=411&cropY1=100&cropY2=448
835|5757|HEDDA IM BRAHM-DROEGE|2.9|0.0|Service |consulting|63|Female|https://specials-images.forbesimg.com/imageserve/55fb1bb3e4b0ffa7afe4b5c5/416x416.jpg?background=000000&cropX1=63&cropX2=411&cropY1=100&cropY2=448
836|2171|KE ZUNHONG|2.9|0.0|Healthcare |pharmaceuticals|63|Male|https:http://specials-images.forbesimg.com/imageserve/5809454531358e238315e7e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918
837|3185|RANDAL KIRK|2.9|0.051|Healthcare |pharmaceuticals|64|Male|https://specials-images.forbesimg.com/imageserve/5a825b3aa7ea431690135c09/416x416.jpg?background=000000&cropX1=444&cropX2=2978&cropY1=27&cropY2=2561
838|6624|ALICIA KOPLOWITZ|2.9|0.0|Finance and Investments |construction, investments|64|Female|https://specials-images.forbesimg.com/imageserve/5a6a0c274bbe6f2652f38d10/416x416.jpg?background=000000&cropX1=589&cropX2=1582&cropY1=265&cropY2=1258
839|6319|KWEK LENG BENG|2.9|0.0|Real Estate |real estate|77|Male|https:http://specials-images.forbesimg.com/imageserve/55a58da8e4b05c2c3431eb0f/416x416.jpg?background=000000&cropX1=43&cropX2=676&cropY1=23&cropY2=656
840|1606|LOUIS LE DUFF|2.9|0.0|Food and Beverage |bakeries|71|Male|https://specials-images.forbesimg.com/imageserve/56c7b8d6e4b062f6b59a23be/416x416.jpg?background=000000&cropX1=0&cropX2=741&cropY1=82&cropY2=823
841|2233|YUSAKU MAEZAWA|2.9|0.0|Technology |online retail|42|Unknown|https://specials-images.forbesimg.com/imageserve/5ac25298a7ea432fbc1dc8f2/416x416.jpg?background=000000&cropX1=219&cropX2=1498&cropY1=6&cropY2=1286
842|9106|SERGIO MANTEGAZZA|2.9|0.0|Service |travel|90|Male|https://specials-images.forbesimg.com/imageserve/5a812c1f31358e4955ad314c/416x416.jpg?background=000000&cropX1=47&cropX2=1457&cropY1=255&cropY2=1665
843|8248|HANS MELCHERS|2.9|0.0|Finance and Investments |chemicals, investments|80|Male|https://specials-images.forbesimg.com/imageserve/5a7fd607a7ea4316901331ed/416x416.jpg?background=000000&cropX1=27&cropX2=579&cropY1=11&cropY2=563
844|9457|ERWIN FRANZ MUELLER|2.9|0.0|Fashion & Retail |drugstores|85|Unknown|https://specials-images.forbesimg.com/imageserve/5a7e1092a7ea431690131f98/416x416.jpg?background=000000&cropX1=66&cropX2=1197&cropY1=93&cropY2=1224
845|9016|RISHAD NAOROJI|2.9|-0.001|Diversified |consumer goods|66|Male|https://specials-images.forbesimg.com/imageserve/3d6327ec52d731d04f873fb1bed5b59b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=256&cropY2=1000
846|1812|HUSNU OZYEGIN|2.9|0.0|Finance and Investments |finance, diversified|73|Male|https://specials-images.forbesimg.com/imageserve/58a3af0331358e1a35ab650d/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=110&cropY2=853
